Sickness_Name,Symptoms
bph,"['dribbling finish', 'hard time getting started', 'weak stream pee stops starts', 'feeling like still pee even went', 'often eight times day', 'incontinence', 'urgent need pee sudden', 'wake several times night pee', 'urinary tract infections bleeding bladder damage bladder stones', 'blood tests check kidney problems', 'urine tests look infection problems could causing symptoms', 'psa prostate specific antigen blood test high psa levels may sign larger usual prostate doctor also order screening prostate cancer', 'different types ultrasound measure prostate see looks healthy', 'bladder ultrasound see well empty bladder', 'biopsy', 'urine flow test measure strong stream much pee make', 'urodynamics testing evaluate bladder function', 'cystourethroscopy procedure using camera examine inside prostate urethra bladder', 'exercises strengthen pelvic floor muscles', 'lower amount fluids drink especially bed', 'drink less caffeine']"
blepharitis,"['look closely eyelids', 'use magnifying device look edges eyelids openings glands', 'check', 'take sample material eyelids check bacteria', 'make solution half baby shampoo half', 'close one', 'rinse thoroughly clean warm wet washcloth pat dry eye', 'artificial tears', 'antibiotics', 'antiviral', 'plugs block tear ducts order keep tears eyes', 'medications']"
child gets uti,"['burning pain child pees', 'foul smelling cloudy pee', 'urgent need peeing drops', 'fever', 'nausea', 'diarrhea', 'older children pee cup doctors call clean catch', 'younger children toilet trained plastic bag placed genitals collect urine', 'children wear', 'infants doctor place needle straight bladder']"
black widow spider bite,"['wash area soap water', 'apply cold washcloth ice pack wrapped cloth area', 'take counter pain reliever like', 'bite arm leg elevate prevent swelling', 'apply antibiotic cream lotion bite']"
plague,"['bleeding', 'blackened skin especially nose fingers toes', 'belly', 'chest pain', 'cough', 'trouble breathing', 'nausea vomiting']"
bulimia,"['dental problems', 'sore throat', 'swollen glands', 'heartburn', 'irregular periods', 'weakness exhaustion bloodshot', 'calluses', 'gaining losing weight often', 'dizziness', 'feeling cold time', 'sleep', 'dry skin', 'eating uncontrollably followed purging national institutes health says bulimia least twice week months', 'hoarding', 'food rituals like eating certain food chewing necessary allowing foods touch', 'skipping meals eating small', 'feeling control', 'vomiting abusing laxatives diuretics enemas', 'using bathroom frequently meals', 'excessive exercising', 'preoccupation body weigh thoughts', 'depression', 'drinking large amounts', 'often using mints gum', 'avoiding friends activities used enjoy', 'give complete physical exam', 'give', 'psychological exam includes questions', 'find secretly binge eating', 'avoid eating front people', 'child unreasonable fear fat thinks fat', 'child avoids eating others often visits bathroom immediately meals']"
neurofibromatosis,"['multiple', 'tiny growths iris colored area', 'neurofibromas occur skin sometimes even deep within body benign harmless tumors rare cases turn malignant cancerous', 'bone', 'tumors along optic nerve may cause', 'nerve related', 'high blood pressure', 'osteoporosis', 'learning disabilities', 'large head size', 'short stature', 'loss hearing', 'weakness muscles face', 'dizziness', 'poor balance', 'uncoordinated walking', 'cataracts', 'headaches', 'pain enlarging tumors', 'numbness tingling', 'weakness fingers toes', 'chronic pain', 'loss muscle', 'surgery remove problem growths tumors', 'treatment includes', 'surgery bone problems like scoliosis', 'therapy including', 'cataract removal surgery', 'aggressive treatment pain linked condition', 'stereotactic radiosurgery', 'auditory brainstem cochlear implants']"
biliary atresia,"['rays small amount', 'ultrasound', 'liver scans special rays use chemicals create image liver bile ducts show flow bile blocked', 'liver', 'diagnostic surgery given medicine make']"
acoustic neuroma,"['problems balance', 'vertigo', 'facial numbness tingling may constant come', 'facial weakness', 'taste changes', 'difficulty swallowing hoarseness', 'headaches', 'clumsiness unsteadiness', 'confusion', 'translabyrinthine involves making incision behind ear removing bone behind ear middle ear procedure used tumors larger centimeters upside approach allows surgeon see important cranial nerve facial nerve clearly removing tumor downside technique results permanent', 'retrosigmoid sub occipital involves exposing back tumor opening skull near back head approach used removing tumors size offers possibility preserving hearing', 'middle fossa involves removing small piece bone ear canal access remove small tumors confined internal auditory canal narrow passageway brain middle inner ear using approach may enable surgeons preserve patient hearing']"
b-cell acute lymphoblastic leukemia adults,"['shortness breath', 'repeated infections', 'bruise', 'frequent bleeding']"
behcet's syndrome,"['sores lips', 'mouth pain', 'swelling front back', 'blurry vision', 'sensitivity light', 'tearing', 'redness', 'pain', 'vision loss', 'sores genitals', 'swelling', 'skin sores', 'positive pathergy test doctor prick arm small needle bump forms spot days later good clue may condition indicates overreaction immune system small injury', 'eye', 'skin sores mouth ulcers dermatologist', 'sore joints', 'genital sores', 'sores', 'blood problems hematologist', 'brain nervous system']"
overview meningococcal meningitis,"['general poor feeling', 'sudden', 'severe persistent headache', 'neck stiffness', 'nausea', 'discomfort bright lights', 'drowsiness difficulty awakening', 'joint pain', 'confusion mental changes', 'tense bulging soft spot babies', 'high pitched moaning cry babies', 'stiff jerky movements floppiness babies', 'irritability', 'fast breathing', 'lethargy excessive sleepiness', 'blotchy skin turning pale blue', 'shivering cold hands feet', 'seizure']"
meningitis,"['high fever', 'crying constant gets louder hold', 'baby', 'stiff neck body', 'bulge soft area top', 'poor ability feed', 'crankiness']"
babesiosis,"['body aches', 'chills', 'fatigue', 'fever', 'headache', 'loss appetite', 'sweating', 'stay away overgrown grasses leaf piles ticks likely', 'wear long pants tucked socks long sleeve shirt near ticks thrive', 'wear light colored clothes easily spot ticks', 'use bug repellant deet skin clothing', 'going indoors check clothing pets ticks', 'inside check entire body ticks using full length hand held mirror', 'remove ticks pointed tweezers']"
barrett's esophagus,"['trouble swallowing food', 'frequent heartburn', 'chest pain', 'sour burning feeling throat', 'ongoing cough', 'blood poop', 'weight loss', 'nausea', 'laryngitis']"
first aid kits,"['fever', 'nasal congestion', 'cough', 'sore throat', 'cuts', 'mild pain', 'gastrointestinal problems', 'skin problems', 'allergies']"
psoriatic arthritis,"['imaging tests rays mris scans ultrasounds', 'blood tests rule kinds arthritis look signs inflammation', 'tests fluid joints tiny samples skin', 'keep healthy weight', 'stop smoking', 'limit alcohol', 'exercise', 'try physical occupational therapy', 'use acupuncture massage therapy']"
polymyalgia rheumatica temporal arteritis,"['severe headaches common symptom', 'scalp tenderness', 'jaw facial soreness especially chewing', 'vision changes distorted', 'stroke rare', 'fatigue', 'fever', 'weight loss', 'night sweats', 'depression', 'feeling ill']"
living arrhythmia,"['palpitations feeling skipped heartbeats fluttering flip flops', 'pounding chest', 'dizziness feeling lightheaded', 'fainting', 'shortness breath', 'chest pain tightness', 'weakness fatigue feeling tired', 'anxiety', 'blurry vision', 'sweating', 'rapid heartbeat', 'slow heartbeat']"
chiari malformation,"['dizziness', 'muscle weakness', 'numbness', 'vision problems', 'headaches', 'problems balance coordination', 'pain lower back head neck usually develops quickly intensifies activity increases pressure brain', 'dizziness problems balance coordination', 'swallowing difficulties', 'sleep apnea', 'weakness vocal cords', 'swallowing difficulties', 'breathing irregularities', 'serious changes function nerves throat']"
urea cycle disorders,"['low protein high calorie diet', 'medications remove nitrogen', 'supplements amino acids', 'drinking plenty']"
apraxia,"['trouble chewing swallowing', 'clumsiness', 'speak slowly', 'say one word mean another like kitchen instead chicken', 'move lips tongue around lot try make certain sounds process called groping', 'trouble words phrases often say like good morning', 'lose ability make sounds serious cases']"
reactive arthritis,"['mouth', 'inflammation', 'keratoderma blennorrhagica patches scaly skin palms soles trunk scalp', 'back pain', 'pain inflammation ligaments tendons sites insertion bone']"
rare types anemia,"['bruising bleeding', 'infection', 'fever', 'shortness breath', 'weakness', 'weight loss', 'dizziness fatigue', 'diarrhea', 'fast', 'muscle pain', 'pale skin', 'trouble breathing']"
appendicitis,"['pain', 'loss appetite', 'nausea vomiting', 'swollen belly', 'fever', 'pass gas', 'dull sharp pain anywhere upper lower belly back rear end', 'painful difficult peeing', 'vomiting belly pain starts', 'severe cramps', 'constipation']"
antiphospholipid syndrome,"['infection like', 'taking', 'relatives aps', 'get pregnant', 'surgery', 'sit long time like', 'smoke', 'take']"
angina (ischemic chest pain),"['ekg', 'stress test', 'blood tests', 'imaging tests', 'cardiac catheterization', 'coronary angiography', 'need tests', 'type angina', 'heart damage', 'treatment recommend', 'make feel', 'try prevent heart attack', 'activities', 'changing diet help', 'heating pad help relax belly area', 'counter anti gas medicine simethicone', 'ginger tea candied even ginger powder water', 'gently rubbing belly', 'easy exercise like walking yoga poses']"
meningioma,"['headaches', 'seizures', 'blurred vision', 'weakness arms legs', 'numbness', 'speech problems']"
apert syndrome,"['head long high forehead', 'wide set bulging', 'sunken middle face', 'poor intellectual development children apert syndrome', 'obstructive sleep apnea', 'repeated ear', 'hearing loss', 'crowded teeth due underdevelopment jaw']"
juvenile idiopathic arthritis,"['fevers', 'pink', 'eye', 'joint pain stiffness', 'limping', 'swelling joints', 'less active', 'trouble movements hands fingers affecting things like handwriting coloring', 'problems bone development growth']"
encephalitis,"['fever', 'drowsiness lethargy possibly', 'headaches', 'personality changes irritability emotional outbursts', 'confusion', 'weakness one areas body', 'seizures', 'bulging soft spots infants']"
reflex sympathetic dystrophy syndrome,"['amputation', 'bruises', 'burns', 'cuts', 'fractures', 'minor surgery', 'needle sticks', 'radiation therapy', 'sprains', 'changes', 'excess sweat certain areas body', 'muscle weakness spasms', 'stiff joints', 'trouble moving injured area', 'white mottled red blue skin', 'electrodes spinal cord send small electric shocks relieve pain', 'physical therapy', 'psychotherapy', 'splints help']"
allergic insect stings,"['pain', 'redness', 'pimple like spots', 'mild moderate swelling', 'warmth', 'itching', 'trouble breathing', 'hives', 'swelling face throat part mouth tongue', 'wheezing', 'restlessness', 'rapid pulse', 'dizziness', 'stomach']"
anaplastic large-cell lymphoma,"['skin called', 'lymph nodes organs called systemic alcl often spreads quickly', 'alk positive cancers common young people usually respond well', 'alk negative cancers common people type may need stronger treatment likely come back', 'fatigue', 'fever', 'loss appetite', 'night sweats', 'weight loss']"
alcohol poisoning,"['severe confusion', 'trouble staying awake', 'throwing', 'seizures', 'slow breathing fewer eight breaths per minute', 'long pauses breaths seconds', 'slow heartbeat', 'low body temperature', 'bluish gray pale skin', 'slow responses gag reflex']"
bartter syndrome,"['indomethacin anti inflammatory drug helps body make less urine', 'potassium sparing diuretics help keep potassium', 'raas inhibitors help keep losing potassium', 'calcium', 'food high salt', 'fluids put directly vein infants severe forms']"
get motion sickness,"['relax find something focus whether taking deep breaths counting backwards 100 closing', 'look stable object boat look horizon car look windshield', 'avoid', 'breathe fresh air smoke', 'avoid reading']"
fetal alcohol syndrome,"['small head brain size', 'vision hearing problems', 'joint limb finger deformities', 'distinctive facial features like small eyes thin upper lip ridge nose upper lip', 'learning problems', 'coordination balance problems', 'trouble reasoning', 'hyperactivity', 'moodiness', 'poor social skills', 'difficulty school', 'poor impulse control', 'diagnosed age', 'loving nurturing stable home school years', 'exposed violence', 'get special education social services']"
myelofibrosis,"['fatigue', 'frequent infections low', 'easy bleeding bruising lack platelets blood thrombocytopenia', 'swollen liver hepatomegaly spleen splenomegaly', 'night sweats', 'itchy skin', 'fever', 'bone joint pain', 'weight loss', 'blood clots', 'bleeding stomach esophagus', 'high blood pressure', 'blood tests', 'imaging tests', 'gene tests', 'bone marrow tests', 'glucocorticoid drugs', 'human made male hormones androgens like', 'drugs affect immune system immunomodulators', 'oral kinase inhibitor', 'chemotherapy drugs like', 'blood transfusions', 'hydroxyurea', 'interferon']"
age-related macular degeneration (amd),"['acupuncture treatment involves placing tiny needles specific points body people practice acupuncture think helps amd increasing blood flow eyes', 'microcurrent stimulation involves applying slight electric current area around eyes idea could help cells retina get rid waste products', 'macular hole small hole forms macula leading distorted vision', 'myopic macular degeneration affects people serious myopia nearsightedness', 'stargardt disease also known juvenile macular degeneration hereditary condition affects young people', 'diabetic retinopathy complication diabetes causes damage blood vessels retina']"
acromegaly,"['achy joints possibly leading arthritis', 'stiff rough body hair', 'hoarser deeper voice', 'pinched nerve problems', 'skin oily thick', 'skin tags', 'sweating lot body odor', 'headaches', 'snoring sleep apnea breathing problem happens sleep', 'weakness tired', 'tingling pain fingers carpal tunnel syndrome', 'vision problems', 'lower sex drive', 'changes menstrual cycle breast discharge women', 'erectile dysfunction men', 'somatostatin analogs lanreotide octreotide pasireotide', 'growth hormone receptor antagonists pegvisomant', 'dopamine agonists cabergoline bromocriptine']"
signs nervous breakdown,"['low self esteem', 'fearfulness', 'irritability', 'worrying', 'feeling helpless', 'getting angry easily', 'withdrawing family friends', 'losing interest favorite activities', 'difficulty', 'uncontrollable crying', 'thoughts self harm suicide']"
amyloidosis,"['changes skin color', 'severe fatigue', 'feeling fullness', 'joint pain', 'low red blood cell count anemia', 'shortness breath', 'swelling tongue', 'tingling numbness legs feet', 'weak hand grip', 'severe weakness', 'sudden weight loss', 'shortness breath light activity lying', 'irregular heartbeat', 'signs heart failure including swelling feet ankles weakness fatigue nausea among others', 'blood urine tests', 'imaging tests see inside body like ultrasound echocardiogram electrocardiogram mri scan', 'biopsy', 'genetic testing cardiac amyloidosis runs family', 'medications including chemotherapy immunotherapy', 'pacemaker', 'stem cell transplant', 'high dose chemotherapy stem cell transplant help remove substance leads amyloid formation people primary amyloidosis chemotherapy medicines alone may used treat patients primary amyloidosis', 'secondary amyloidosis treated controlling underlying disorder powerful anti inflammatory medicines called steroids fight inflammation', 'liver transplant may treat disease certain types hereditary amyloidosis', 'new therapies slow production abnormal protein ttr', 'doctor might also recommend kidney transplant', 'diuretic medicine remove extra water body', 'thickeners add fluids prevent choking trouble swallowing', 'compression stockings relieve swelling legs feet', 'changes eat especially gastrointestinal amyloidosis']"
supraventricular tachycardia (svt),"['whether symptoms came suddenly slowly', 'feel like long last', 'fast heartbeat caffeine stress', 'anyone family heart problems procedures', 'feel', 'get temperature measure', 'take small', 'holter monitor', 'event monitor']"
agoraphobia,"['outside house', 'open space like parking lot mall', 'enclosed space like theatre small office', 'line crowd', 'public transportation including planes']"
