sickness_name,symptoms
Adrenal cancer,"weight gain
muscl weakness
pink or purpl stretch mark on the skin
hormon chang in women that might caus excess facial hair  hair loss on the head and irregular periods
hormon chang in men that might caus enlarg breast tissu and shrink testicles
nausea
vomiting
abdomin bloating
back pain
fever
loss of appetite
loss of weight without trying
beckwith wiedemann syndrome
carney complex
li fraumeni syndrome
lynch syndrome
multipl endocrin neoplasia  type 1  men 1 
"
Autoimmune hepatitis,"fatigue
abdomin discomfort
yellow of the skin and white of the eye  jaundic 
an enlarg liver
abnorm blood vessel on the skin  spider angioma 
skin rashes
joint pains
loss of menstrual periods
 thi is the most common type of the diseas  it can occur at ani age  about half the peopl with type 1 autoimmun hepat have other autoimmun disord  such as celiac diseas  rheumatoid arthriti or ulcer coliti 
 although adult can develop type 2 autoimmun hepat  it s most common in children and young peopl  other autoimmun diseas may accompani thi type of autoimmun hepat 
 although both male and femal can develop autoimmun hepat  the diseas is more common in femal 
 autoimmun hepat may develop after you re infect with the measl  herp simplex or epstein barr viru  the diseas is also link to hepat a  b or c infect 
 evid suggest that a predisposit to autoimmun hepat may run in famili 
 peopl who alreadi have an autoimmun diseas  such as celiac diseas  rheumatoid arthriti or hyperthyroid  grave  diseas or hashimoto s thyroid   may be more like to develop autoimmun hepat 
 when circul through the portal vein is block  blood may back up into other blood vessel   mainli those in your stomach and esophagu  the blood vessel are thin wall  and becaus they re fill with more blood than they re meant to carri  they re like to bleed  massiv bleed in the esophagu or stomach from these blood vessel is a life threaten emerg that requir immedi medic care 
 liver diseas can caus larg amount of fluid to accumul in your abdomen  ascit can be uncomfort and may interfer with breath and is usual a sign of advanc cirrhosi 
 thi occur when extens damag to liver cell make it imposs for your liver to function adequ  at thi point  a liver transplant is need 
 peopl with cirrhosi have an increas risk of liver cancer 
"
Autism spectrum disorder,"fail to respond to hi or her name or appear not to hear you at times
resist cuddl and hold  and seem to prefer play alon  retreat into hi or her own world
ha poor eye contact and lack facial expression
doesn t speak or ha delay speech  or lose previou abil to say word or sentences
can t start a convers or keep one go  or onli start one to make request or label items
speak with an abnorm tone or rhythm and may use a singsong voic or robot like speech
repeat word or phrase verbatim  but doesn t understand how to use them
doesn t appear to understand simpl question or directions
doesn t express emot or feel and appear unawar of other  feelings
doesn t point at or bring object to share interest
inappropri approach a social interact by be passiv  aggress or disruptive
ha difficulti recogn nonverb cue  such as interpret other peopl s facial express  bodi postur or tone of voice
perform repetit movement  such as rock  spin or hand flapping
perform activ that could caus self harm  such as bite or head banging
develop specif routin or ritual and becom disturb at the slightest change
ha problem with coordin or ha odd movement pattern  such as clumsi or walk on toe  and ha odd  stiff or exagger bodi language
i fascin by detail of an object  such as the spin wheel of a toy car  but doesn t understand the overal purpos or function of the object
i unusu sensit to light  sound or touch  yet may be indiffer to pain or temperature
doesn t engag in imit or make believ play
fix on an object or activ with abnorm intens or focus
ha specif food prefer  such as eat onli a few food  or refus food with a certain texture
doesn t respond with a smile or happi express by 6 months
doesn t mimic sound or facial express by 9 months
doesn t babbl or coo by 12 months
doesn t gestur   such as point or wave   by 14 months
doesn t say singl word by 16 months
doesn t play  make believ  or pretend by 18 months
doesn t say two word phrase by 24 months
los languag skill or social skill at ani age
 sever differ gene appear to be involv in autism spectrum disord  for some children  autism spectrum disord can be associ with a genet disord  such as rett syndrom or fragil x syndrom  for other children  genet chang  mutat  may increas the risk of autism spectrum disord  still other gene may affect brain develop or the way that brain cell commun  or they may determin the sever of symptom  some genet mutat seem to be inherit  while other occur spontan 
 research are current explor whether factor such as viral infect  medic or complic dure pregnanc  or air pollut play a role in trigger autism spectrum disord 
 boy are about four time more like to develop autism spectrum disord than girl are 
 famili who have one child with autism spectrum disord have an increas risk of have anoth child with the disord  it s also not uncommon for parent or rel of a child with autism spectrum disord to have minor problem with social or commun skill themselv or to engag in certain behavior typic of the disord 
 children with certain medic condit have a higher than normal risk of autism spectrum disord or autism like symptom  exampl includ fragil x syndrom  an inherit disord that caus intellectu problem  tuber sclerosi  a condit in which benign tumor develop in the brain  and rett syndrom  a genet condit occur almost exclus in girl  which caus slow of head growth  intellectu disabl and loss of purpos hand use 
 babi born befor 26 week of gestat may have a greater risk of autism spectrum disord 
 there may be a connect between children born to older parent and autism spectrum disord  but more research is necessari to establish thi link 
problem in school and with success learning
employ problems
in to live independently
soci isolation
stress within the family
victim and be bullied
"
Atypical hyperplasia of the breast," describ abnorm cell within the breast duct 
 describ abnorm cell within the breast lobul 
 the process begin when normal cell develop and growth becom disrupt  caus an overproduct of normal look cell  hyperplasia  
 the excess cell stack upon one anoth and begin to take on an abnorm appear 
 the abnorm cell continu to progress in appear and multipli  evolv into in situ cancer  in which cancer cell remain confin to milk duct 
 the abnorm cell accumul within the duct and continu to multipli and transit to becom cancer cell  invas cancer tend to invad surround tissu  blood vessel or lymph channel 
 about 7  of women with atyp hyperplasia may develop breast cancer  put anoth way  for everi 100 women diagnos with atyp hyperplasia  7 can be expect to develop breast cancer five year after diagnosi  and 93 will not be diagnos with breast cancer 
 about 13  of women with atyp hyperplasia may develop breast cancer  that mean for everi 100 women diagnos with atyp hyperplasia  13 can be expetect to develop breast cancer 10 year after diagnosi  and 87 will not develop breast cancer 
 about 30  of women with atyp hyperplasia may develop breast cancer  put anoth way  for everi 100 women diagnos with atyp hyperplasia  30 can be expect to develop breast cancer 25 year after diagnosi  and 70 will not develop breast cancer 
"
Atopic dermatitis (eczema),"dri  crack skin
itchi  pruritu 
rash on swollen skin that vari in color depend on your skin color
smal  rais bump  on brown or black skin
ooz and crusting
thicken skin
darken of the skin around the eyes
raw  sensit skin from scratching
ha symptom of atop dermatitis
i so uncomfort that the condit is affect sleep and daili activities
ha a skin infect   look for new streak  pu  yellow scabs
ha symptom even after tri self care steps
 mani peopl with atop dermat develop asthma and hay fever  thi can happen befor or after develop atop dermat 
 peopl with atop dermat often develop food allergi  one of the main symptom of thi condit is hive  urticaria  
 a skin condit call neurodermat  lichen simplex chronicu  start with a patch of itchi skin  you scratch the area  which provid onli temporari relief  scratch actual make the skin itchier becaus it activ the nerv fiber in your skin  over time  you may scratch out of habit  thi condit can caus the affect skin to becom discolor  thick and leatheri 
 thi complic after the rash ha heal is call post inflammatori hyperpigment or hypopigment  it s more common in peopl with brown or black skin  it might take sever month for the discolor to fade 
 repeat scratch that break the skin can caus open sore and crack  these increas the risk of infect from bacteria and virus  these skin infect can spread and becom life threaten 
 thi especi affect peopl whose hand are often wet and expos to harsh soap  deterg and disinfect at work 
 thi condit is common in peopl with atop dermat  allerg contact dermat is an itchi rash caus by touch substanc you re allerg to  the color of the rash vari depend on your skin color 
 the itchi of atop dermat can interfer with sleep 
 atop dermat is associ with depress and anxieti  thi may be relat to the constant itch and sleep problem common among peopl with atop dermat 

    

    

    
 use warm  rather than hot  water and limit your bath or shower to about 10 minut 
 choos a cleanser that s free of dye  alcohol and fragranc  for young children  you usual need onli warm water to get them clean   no soap or bubbl bath need  soap can be especi irrit to the skin of young children  for peopl of ani age  deodor soap and antibacteri soap can remov too much of the skin s natur oil and dri the skin  don t scrub the skin with a washcloth or loofah 
 after bath  gentli pat the skin with a soft towel  appli moistur while your skin is still damp  within three minut  
rough wool fabric
dri skin
skin infection
heat and sweat
stress
clean products
dust mite and pet dander
mold
pollen
smok from tobacco
cold and dri air
fragrances
oth irrit chemicals
"
Athlete's foot,"scali  peel or crack skin between the toes
itchi  especi right after take off shoe and socks
inflam skin that might appear reddish  purplish or grayish  depend on your skin color
burn or stinging
blisters
dri  scali skin on the bottom of the foot that extend up the side
frequ wear enclos footwear
sweat heavily
shar mat  rug  bed linen  cloth or shoe with someon who ha a fungal infection
walk barefoot in public area where the infect can spread  such as locker room  sauna  swim pool  commun bath and showers
 when you can  wear sandal to let your feet air out as much as possibl 
 use warm  soapi water and rins and dri your feet thoroughli  especi between the toe  appli a medic foot powder  tinactin  gold bond  other  or other medic powder  lotrimin af  zeasorb  other  if you re prone to athlet s foot 
 chang your sock at least onc a day   more often if your feet get realli sweati  moistur wick sock  such as those made from cotton  help keep your feet drier than do nylon sock 
 use differ shoe from day to day  thi give your shoe time to dri after each use 
 wear waterproof sandal or shoe around public pool  shower and locker room 
 if you live with other  don t share shoe or unwash bed and towel 
"
Knee bursitis,"frequent and sustain pressur  such as from kneel  especi on hard surfaces
overus or strenuou activity
a direct blow to your knee
bacteri infect of the bursa
compl from osteoarthr  rheumatoid arthriti or gout in your knee
 peopl who work on their knee for long period   carpet layer  plumber and garden   are at increas risk of knee bursiti 
 sport that result in direct blow or frequent fall on the knee   such as wrestl  footbal and volleybal   can increas your risk of knee bursiti  runner can develop pain and inflamm in the pe anserin bursa  situat on the inner side of your knee below the joint 
 pe anserin bursiti  affect the inner side of your knee below the joint  often occur in obes women with osteoarthr 
 if you re work on your knee or particip in sport that put your knee at risk  use pad to cushion and protect your knee 
 if you re on your knee for a period of time  take regular break to stretch your leg and rest your knee 
 excess or repetiti bend of your knee increas the forc on your knee joint 
 thi can help take pressur off your knee joint 
"
Bursitis,"feel achi or stiff
hurt more when you move it or press on it
look swollen and red
dis joint pain
sudden inabl to move a joint
excess swell  red  bruis or a rash in the affect area
sharp or shoot pain  especi when you exercis or exert yourself
a fever
throw a basebal or lift someth over your head repeatedly
lean on your elbow for long periods
extens kneel for task such as lay carpet or scrub floors
 bursiti becom more common with age 
 if your work or hobbi requir repetit motion or pressur on particular bursa  your risk of develop bursiti increas  exampl includ carpet lay  tile set  garden  paint and play a music instrument 
 certain system diseas and condit   such as rheumatoid arthriti  gout and diabet   increas your risk of develop bursiti  be overweight can increas your risk of develop hip and knee bursiti 
 use some type of pad to reduc the pressur on your knee if your job or hobbi requir a lot of kneel 
 bend your knee when you lift  fail to do so put extra stress on the bursa in your hip 
 carri heavi load put stress on the bursa in your shoulder  use a dolli or a wheel cart instead 
 altern repetit task with rest or other activ 
 be overweight place more stress on your joint 
 strengthen your muscl can help protect your affect joint 
 befor strenuou activ to protect your joint from injuri 
"
Ataxia,"poor coordination
walk unsteadili or with the feet set wide apart
poor balance
difficulti with fine motor task  such as eat  write or button a shirt
chang in speech
involuntari back and forth eye movement  nystagmu 
difficulti swallowing
los balance
los muscl coordin in a hand  arm or leg
hav difficulti walking
slur your speech
hav difficulti swallowing
 long term excess alcohol intak may caus persist ataxia  it s possibl it may improv by avoid alcohol complet 
 ataxia is a potenti side effect of certain medic  especi barbitur  such as phenobarbit  sed  such as benzodiazepin  antiepilept drug  such as phenytoin  and some type of chemotherapi 
 heavi metal poison  such as from lead or mercuri  and solvent poison  such as from paint thinner  also can caus ataxia 
 not get enough vitamin e  vitamin b 1  vitamin b 12 or thiamin can lead to ataxia  
 vitamin b 6 defici also may caus ataxia  these caus are import to identifi becaus ataxia caus by these defici can often be revers 
 hypothyroid and hypoparathyroid can caus ataxia 
 sudden onset of ataxia occur with a stroke  thi may be either due to a blood vessel blockag or bleed on the brain 
 thi neurolog disord may caus ataxia 
 sarcoidosi  celiac diseas  certain type of encephalomyel and other autoimmun diseas may caus ataxia 
 ataxia can be an uncommon complic of chickenpox in childhood  and other viral infect such as 
 and lyme diseas  it might appear in the heal stage of the infect and last for day or week  normal  the symptom get better over time 
 ataxia most commonli result from sever 
 case 
 these are rare degen disord trigger by the immun system respons to a cancer tumor  neoplasm   most commonli from lung  ovarian or breast cancer or lymphoma  ataxia can appear month or year befor the cancer is diagnos 
 an infect area  abscess  in the brain may caus ataxia  a growth on the brain  a cancer  malign  or noncancer  benign  tumor  can damag the cerebellum 
 sever brain damag may caus cerebellar ataxia week to month after the trauma 
 thi is a gener term for a group of disord caus by damag to a child s brain dure earli develop   befor  dure or shortli after birth   that affect the child s abil to coordin bodi movement 
 thi affect adult around age 50  in addit to ataxia  other problem associ with thi condit includ bladder incontin  low blood pressur or faint on stand  and 
 sleep behavior disord  yell  kick or punch in sleep  
 research have identifi more than 40 autosom domin ataxia gene  and the number continu to grow  cerebellar ataxia and cerebellar degener are common to all type  and there may be other neurolog sign and symptom 
 there are eight recogn type of ataxia that are episod rather than progress   
1 through 
7  plu late onset episod ataxia  
1 and 
2 are the most common  
1 involv brief atax episod that may last second or minut  the episod are trigger by stress  be startl or sudden movement  and often are associ with muscl twitch  
2 involv longer episod  usual last from 30 minut to six hour  which also are trigger by stress  there may be dizzi  vertigo   fatigu and muscl weak dure the episod  in some case  symptom resolv in later life  episod ataxia doesn t shorten life span  and symptom may respond to medic 

    

    

    

    
 thi is the most common caus of late onset ataxia  the ataxia symptom are usual accompani by dizzi  numb or tingl in the bodi  and sometim unexplain cough 

    

    

    

    
 thi type of ataxia result from damag to the cerebellum that s present at birth 
 peopl with thi condit accumul copper in the brain  liver and other organ  thi can caus ataxia and other neurolog problem 
"
Occupational asthma,"wheez  sometim just at night
coughing
short of breath
chest tightness
runni nose
nas congestion
ey irrit and tearing
get wors as the workweek progress  go away dure weekend and vacat  and recur when you return to work 
occur both at work and away from work 
start as soon as you re expos to an asthma induc substanc at work or onli after a period of regular exposur to the substanc 
continu after exposur is stop  the longer you re expos to the asthma caus substanc  the more like you ll have long last or perman asthma symptom 
rapid worsen of short of breath or wheezing
no improv even after use a quick relief inhaler
short of breath even with minim activity
 such as protein found in dander  hair  scale  fur  saliva and bodi wast 
 use to make paint  varnish  adhes  lamin and solder resin  other exampl includ chemic use to make insul  packag materi  and foam mattress and upholsteri 
 use in deterg and flour condition 
 particularli platinum  chromium and nickel sulfat 
 includ protein found in natur rubber latex  flour  cereal  cotton  flax  hemp  rye  wheat and papain   a digest enzym deriv from papaya 
 such as chlorin ga  sulfur dioxid and smoke 
 although thi can increas your risk  mani peopl who have allergi or asthma do job that expos them to lung irrit and never have symptom 
 your parent may pass down gene that make it more like for you to develop asthma 
 some substanc are known to be lung irrit and asthma trigger 
 smoke increas your risk of develop asthma if you are expos to certain type of irrit 
 be smoke free may help prevent or lessen symptom of occup asthma 
 thi can help prevent ill 
 and other medic that may make symptom wors 
 for peopl with obes  lose weight can help improv symptom and lung function 
 if you ll be work with ani hazard chemic 
 how to safe handl these chemic 
 how to respond to an emerg  such as a chemic spill 
  such as mask and respir 
 if a new chemic is introduc to your workplac 
"
Atelectasis,"have a hard time breath 
rapid  weak breath 
wheez 
cough 
 a mucu plug is a buildup of sputum or phlegm in your airway  it commonli occur dure and after surgeri becaus you can t cough  drug given dure surgeri make you breath less deepli  so mucu that usual would move out of your lung may build up in your airway  suction the lung dure surgeri help clear them  but sometim mucu still build up  mucu plug also are common in children  peopl with cystic fibrosi and dure sever asthma attack 
 atelectasi is common in children who have inhal an object into their lung  such as a peanut or part of a small toy 
 a growth  which may or may not be cancer  can narrow or block the airway 
 chest trauma  such as from a fall or car accid  can caus you to avoid take deep breath due to pain  thi can lead to the squeez of your lung 
 thi condit involv the buildup of fluid in the space between the line of your lung and the insid of your chest wall 
 variou type of pneumonia  which is a lung infect  can caus atelectasi 
 thi is when air leak into the space between your lung and chest wall  caus some or all of a lung to collaps 
 injuri  lung diseas or surgeri could caus scar 
 a larg tumor can press against the lung and forc air out of it 
ani condit that make it hard to swallow 
need to stay in bed over a long time and not have enough chang of posit 
lung diseas  such as asthma  bronchiectasi or cystic fibrosi 
recent surgeri in the stomach area or chest 
recent gener anesthesia 
weak breath muscl due to muscular dystrophi  spinal cord injuri or anoth neuromuscular condit 
medicin that may caus weak breath 
pain or injuri that may make it pain to cough or caus weak breath  includ stomach pain or a broken rib 
smoke 
 atelectasi make it harder for your lung to get oxygen to the air sac 
 your risk of pneumonia continu until the atelectasi goe away  mucu in a collaps lung may lead to infect 
 loss of a lobe or a whole lung  especi in an infant or someon with lung diseas  can be life threaten 
"
Burns," thi minor burn affect onli the outer layer of the skin  epidermi   it may caus red and pain 
 thi type of burn affect both the epidermi and the second layer of skin  dermi   it may caus swell and red  white or splotchi skin  blister may develop  and pain can be sever  deep second degre burn can caus scar 
 thi burn reach to the fat layer beneath the skin  burn area may be black  brown or white  the skin may look leatheri  third degre burn can destroy nerv  caus numb 
burn that cover the hand  feet  face  groin  buttock  a major joint or a larg area of the body
deep burn  which mean burn affect all layer of the skin or even deeper tissues
burn that caus the skin to look leathery
burn that appear char or have patch of black  brown or white
burn caus by chemic or electricity
difficulti breath or burn to the airway
sign of infect  such as ooz from the wound  increas pain  red and swelling
a burn or blister that s larg or doesn t heal in two weeks
new  unexplain symptoms
signific scarring
fire
hot liquid or steam
hot metal  glass or other objects
electr currents
radi  such as that from x rays
sunlight or other sourc of ultraviolet radiat  such as a tan bed
chem such as strong acid  lye  paint thinner or gasoline
abuse
bacteri infect  which may lead to a bloodstream infect  sepsi 
fluid loss  includ low blood volum  hypovolemia 
danger low bodi temperatur  hypothermia 
breath problem from the intak of hot air or smoke
scar or ridg area caus by an overgrowth of scar tissu  keloid 
bone and joint problem  such as when scar tissu caus the shorten and tighten of skin  muscl or tendon  contractur 
never leav item cook on the stove unattend 
turn pot handl toward the rear of the stove 
don t carri or hold a child while cook at the stove 
keep hot liquid out of the reach of children and pet 
keep electr applianc away from water 
check the temperatur of food befor serv it to a child  don t heat a babi s bottl in the microwav 
never cook while wear loosefit cloth that could catch fire over the stove 
if a small child is present  block hi or her access to heat sourc such as stove  outdoor grill  fireplac and space heater 
befor place a child in a car seat  check for hot strap or buckl 
unplug iron and similar devic when not in use  store them out of reach of small children 
cover unus electr outlet with safeti cap  keep electr cord and wire out of the way so that children can t chew on them 
if you smoke  never smoke in bed 
be sure you have work smoke detector on each floor of your home  check them and chang their batteri at least onc a year 
keep a fire extinguish on everi floor of your hous 
when use chemic  alway wear protect eyewear and cloth 
keep chemic  lighter and match out of the reach of children  use safeti latch  and don t use lighter that look like toy 
set your water heater s thermostat to below 120 f  48 9 c  to prevent scald  test bath water befor place a child in it 
"
