Sickness_Name,Symptoms
coronavirus recovery,"you haven had fever for hours without using fever reducing medicine 
 your symptoms are better though they might not totally gone 
 been least days since your symptoms started 
 avoid being around people who are more likely get very sick from covid 
 remember wear high quality mask when indoors around others home and public 
 not places where you are unable wear mask until you are able discontinue masking 
 mild headaches 
 overall feeling being unwell 
 fatigue 
 trouble concentrating 
 shortness breath 
"
coronavirus covid-19,"fever 
 coughing 
 shortness breath 
 trouble breathing 
 fatigue 
 chills sometimes with shaking 
 body aches 
 headache 
 sore throat 
 congestion runny nose 
 loss smell taste 
 nausea 
 diarrhea 
 trouble breathing 
 ongoing 
 confusion 
 can wake fully 
 bluish lips face 
 face 
 arms 
 speech 
 time 
 fever 
 fatigue 
 cough 
 lack appetite 
 body aches 
 shortness breath 
 mucus phlegm 
 copper pennies teakettles cookware hours 
 cardboard shipping boxes hours 
 plastic milk containers detergent bottles subway and bus seats elevator buttons days 
 stainless steel refrigerators pots and pans sinks some water bottles days 
 fever 100 higher 
 cough 
 trouble breathing 
 middle east respiratory syndrome mers 
 severe acute respiratory syndrome 
"
colic babies,"clenched fists stiff arms and bright red face when they cry 
 burping and passing lot gas 
 tight belly 
 their behavior crying pattern suddenly changes 
 fever 100 higher 
 vomiting 
 bloody poop 
 difficulty breathing 
"
clostridium difficile (c. diff),"watery 
 stomach pain 
 diarrhea more than times day 
 severe cramping 
 fever 
 nausea 
 loss appetite 
 dehydration 
 rapid 
"
cytomegalovirus (cmv),"fatigue 
 swollen glands 
 fever 
 sore throat 
 muscle aches 
 changes your personality 
 headaches 
 trouble concentrating 
 shortness breath 
 dry 
 premature delivery 
 small size low birth weight 
 bruise like rashes 
 yellow skin eyes 
 swollen 
 small head 
 seizures 
 hearing loss 
 pneumonia 
 liver inflammation hepatitis 
 blind spots moving black spots 
 blurry vision 
 blindness 
 diarrhea 
 belly 
 trouble swallowing 
 confusion 
 lower back pain 
 weight loss 
 fatigue 
 weakness your legs 
"
clean wound,"increased redness swelling 
 pain that gets worse 
 skin around the wound feels warm 
 unpleasant odor when cleaning the wound 
 unusual increased drainage 
 fever chills 
"
chordoma,"abnormal 
 changes your voice speech 
 double vision 
 headache 
 loss feeling and movement your face 
 neck pain 
 trouble swallowing 
 loss control over your bowels 
 lump the lower part your back 
 numbness tingling weakness your arms legs 
 pain your lower back 
 problems controlling your 
"
pfeiffer syndrome,"your child can wear special mask while sleeping called continuous positive airway pressure mask 
 midface surgery can help remove blockages 
 surgeon can remove the 
"
chronic myelogenous leukemia (cml),"feel very 
 have fever 
 get bruises 
 have night sweats 
 short breath 
 lose some weight 
 feel less hungry 
 get swelling pain your left side which could sign 
 feel pain your bones 
 infections 
 bleeding 
 skin changes including bumps tumors 
 swollen glands 
 bone pain 
"
chronic lymphocytic leukemia,"swollen lymph nodes your neck armpits stomach groin lymph nodes are pea sized glands these and other areas your body 
 shortness breath 
 pain fullness your stomach which may because the disease has made your spleen bigger 
 fatigue 
 night sweats 
 fever and infections 
 loss appetite and weight 
"
muscular dystrophy,"steroids 
 medicines targeting gene mutations 
 anticonvulsants 
 immunosuppressants 
 antibiotics 
"
congestive heart failure heart disease,"eat lots fresh fruits and vegetables 
 limit salt less than 500 milligrams grams each day choose foods that are naturally low salt like fish and chicken fresh beans and peas eggs milk and plain rice 
 season foods with herbs spices and citrus instead salt 
 eat foods that are high fiber such oatmeal almonds and avocado 
 cut back cholesterol sugar and trans fats 
"
ichthyosis,"trunk 
 stomach 
 buttocks 
 legs 
 face and scalp 
 taking baths other steps add moisture your skin 
 staying cool heat and sweat can make worse 
 use humidifier keep heat and air conditioning from drying out your skin 
 wear loose clothes that are cotton another fabric that doesn bother your skin 
 avoid laundry detergents other products with dyes and perfumes 
"
cystic fibrosis,"trouble with bowel movements frequent greasy stools 
 wheezing trouble breathing 
 frequent lung infections 
 infertility especially men 
 trouble growing gaining weight 
 skin that tastes very salty 
 antibiotics 
 anti inflammatory medicines 
 bronchodilators 
 mucus thinners 
 cftr modulators 
 combination therapy 
 chest therapy percussion 
 oscillating devices 
 autogenic drainage 
 active cycle breathing 
"
charcot-marie-tooth disease,"walking your heels 
 muscle reflex exams 
 the nerve conduction velocity test 
 electromyography 
"
cervical ectropion,"vaginal discharge 
 bleeding 
 pain 
"
carcinoid syndrome,"alcohol 
 nuts 
 cheese 
 chili 
 hot liquids 
"
leptospirosis,"headache 
 muscle ache 
 jaundice 
 vomiting 
 diarrhea 
 skin rash 
 fever 
 belly pain vomiting diarrhea 
 weakness 
 pain 
 stiffness 
"
hereditary angioedema (hae),"what changes have you noticed 
 where have you had swelling how often 
 have you had any your face neck tongue throat 
 have you noticed any changes that happen before swelling begins 
 have you had any stomach problems stomach surgery 
 does anyone your family have problem with swelling 
 have you anyone your family been treated for allergies 
"
campylobacter infection,"diarrhea sometimes bloody 
 nausea 
 vomiting 
 belly 
 bloating 
 fever 
"
buerger's disease (thromboangiitis obliterans),"the allen test 
 angiogram 
 blood tests 
"
brittle bone disease,"broken bones fractures 
 bleeding and easy bruising frequent 
 blue color the white part the 
 bowing the legs 
 breathing problems 
 brittle discolored 
 curved 
 feeling very 
 skin 
 hearing loss 
 can stand warm temperatures 
 loose joints 
 short height 
 weak muscles and tissues 
 few signs the condition 
 little bone deformity 
 number broken bones from few many 
 height not usually affected 
 may have premature 
 broken bones decrease after 
 average life expectancy 
 splints and casts for broken bones 
 braces for weak legs 
 physical therapy 
 medicine make the bones stronger 
 surgery implant rods the arms legs 
 special dental work such crowns for brittle 
 try 
 talk the doctor physical therapist about safe 
 eat 
 avoid 
 cut back 
 discuss the use any 
 not smoke avoid 
"
precocious (early) puberty,"tumors the adrenal glands ovaries testes 
 genetic conditions 
 exposure products containing estrogen testosterone 
"
coronary artery disease,"tightness 
 discomfort 
 pressure 
 heaviness 
 squeezing 
 burning 
 aching 
 numbness 
 fullness 
 chest pain 
 discomfort any part your upper body 
 shortness breath 
 nausea vomiting with lightheadedness dizziness cold sweat 
 electrocardiogram 
 stress test which usually involves walking treadmill pedaling stationary bike doctor office while your heart rate and blood pressure are monitored 
 chest ray 
 blood tests check your levels blood sugar cholesterol and triglycerides type fat the blood 
 cardiac catheterization 
"
labor delivery complications,"contractions 
 cramps 
 low backache 
 feeling pelvic pressure 
 abdominal cramps gas 
 vaginal spotting bleeding 
 change quality quantity 
"
chagas disease,"fever 
 
 sore where the parasite has entered the body 
 vomiting 
 swollen eyelids the parasite has entered through the eyes known roman sign 
 
 heart failure 
 altered heart rhythm 
 blood clots 
 sudden cardiac arrest 
"
brain tumors adults,"headaches 
 seizures 
 changes speech hearing 
 changes 
 balance problems 
 problems with walking 
 numbness tingling the arms legs 
 problems with memory 
 personality changes 
 inability concentrate 
 weakness one part the body 
 morning 
 exposure 
 family history 
 age 
 history 
 imaging studies like 
 angiogram mra which use dye and rays 
"
brain aneurysms,"intense 
 loss consciousness 
 nausea and vomiting 
 drowsiness 
 loss balance things like walking and normal coordination 
 stiff neck 
 dilated pupils 
 sensitivity light 
 sudden blurred 
 drooping eyelid 
 confusion trouble with mental awareness 
 cardiac arrest when the heart suddenly stops beating 
 seizure 
 dilated pupils 
 blurred double vision 
 drooping eyelid 
 hard time speaking 
 weakness and numbness one both sides your face 
 paralysis one side your face 
"
bph,"dribbling when you finish 
 hard time getting started 
 weak stream you pee stops and starts 
 feeling like you still have pee even after you just went 
 having too often eight more times day 
 incontinence 
 urgent need pee all sudden 
 you wake several times night pee 
 urinary tract infections bleeding bladder damage and bladder stones 
 blood tests check for kidney problems 
 urine tests look for infection other problems that could causing your symptoms 
 psa prostate specific antigen blood test high psa levels may sign larger than usual prostate doctor can also order screening for prostate cancer 
 different types ultrasound measure your prostate and see looks healthy 
 bladder ultrasound see how well you empty your bladder 
 biopsy 
 urine flow test measure how strong your stream and how much pee you make 
 urodynamics testing evaluate your bladder function 
 cystourethroscopy procedure using camera examine the inside the prostate urethra and bladder 
 exercises strengthen your pelvic floor muscles 
 lower the amount fluids you drink especially before you out bed 
 drink less caffeine and 
"
blepharitis,"look closely your eyelids your 
 use magnifying device look the edges your eyelids and the openings the glands there 
 check that your 
 take sample material from your eyelids check for bacteria 
 make solution that half baby shampoo and half 
 close one 
 rinse thoroughly with clean warm wet washcloth pat dry then the other eye 
 artificial tears 
 antibiotics 
 antiviral 
 plugs that block your tear ducts order keep more tears your eyes 
 other medications such 
"
child gets uti,"burning pain when your child pees 
 foul smelling cloudy pee 
 urgent need and then only peeing few drops 
 fever 
 nausea 
 diarrhea 
 older children can pee into cup doctors call this clean catch 
 younger children who aren toilet trained will have plastic bag placed over their genitals collect the urine 
 children who wear 
 infants the doctor can place needle straight into the bladder through the 
"
black widow spider bite,"wash the area with soap and water 
 apply cold washcloth ice pack wrapped cloth the area 
 take over the counter pain reliever like 
 the bite your arm leg elevate prevent swelling 
 apply antibiotic cream lotion the bite 
"
plague,"bleeding under your 
 blackened skin especially your nose fingers and toes 
 belly 
 chest pain 
 cough 
 trouble breathing 
 nausea and vomiting 
"
bulimia,"dental problems 
 sore throat 
 swollen glands 
 heartburn 
 irregular periods 
 weakness exhaustion bloodshot 
 calluses 
 gaining and losing weight often your 
 dizziness 
 feeling cold all the time 
 sleep 
 dry skin 
 eating uncontrollably followed purging the national institutes health says you have bulimia you this least twice week for months 
 hoarding 
 food rituals like eating only certain food chewing more than necessary not allowing foods touch 
 skipping meals eating only small 
 feeling out control 
 vomiting abusing laxatives diuretics enemas other 
 using the bathroom frequently after meals 
 excessive exercising 
 preoccupation with body weigh your thoughts about 
 depression 
 drinking large amounts 
 often using mints gum 
 avoiding friends and activities you used enjoy 
 give you complete physical exam 
 
 give you 
 psychological exam that includes questions about your 
 you find yourself secretly binge eating then 
 you avoid eating front other people 
 your child has unreasonable fear being fat and thinks they are fat when they are not 
 your child avoids eating with others often visits the bathroom immediately after meals 
"
neurofibromatosis,"
 
 multiple 
 tiny growths the iris colored area the 
 neurofibromas that occur under the skin sometimes even deep within the body these are benign harmless tumors but rare cases they can turn malignant cancerous 
 bone 
 tumors along the optic nerve which may cause 
 nerve related 
 high blood pressure 
 osteoporosis 
 learning disabilities 
 large head size 
 short stature 
 loss hearing 
 weakness the muscles the face 
 dizziness 
 poor balance 
 uncoordinated walking 
 cataracts 
 headaches 
 pain from the enlarging tumors 
 numbness and tingling 
 weakness the fingers and toes 
 chronic pain 
 loss muscle 
 surgery remove problem growths tumors 
 treatment that includes 
 surgery for bone problems like scoliosis 
 therapy including 
 cataract removal surgery 
 aggressive treatment pain linked the condition 
 stereotactic radiosurgery 
 auditory brainstem and cochlear implants 
"
biliary atresia,"rays small amount 
 ultrasound 
 liver scans special rays use chemicals create image their liver and bile ducts this can show and where the flow bile blocked 
 liver 
 diagnostic surgery they given medicine make them 
"
acoustic neuroma,"problems with balance 
 vertigo 
 facial numbness and tingling which may constant come and 
 facial weakness 
 taste changes 
 difficulty swallowing and hoarseness 
 headaches 
 clumsiness unsteadiness 
 confusion 
 translabyrinthine which involves making incision behind the ear and removing the bone behind the ear and some the middle ear this procedure used for tumors larger than centimeters the upside this approach that allows the surgeon see important cranial nerve the facial nerve clearly before removing the tumor the downside this technique that results permanent 
 retrosigmoid sub occipital which involves exposing the back the tumor opening the skull near the back the head this approach can used for removing tumors any size and offers the possibility preserving hearing 
 middle fossa which involves removing small piece bone above the ear canal access and remove small tumors confined the internal auditory canal the narrow passageway from the brain the middle and inner ear using this approach may enable surgeons preserve patient hearing 
"
b-cell acute lymphoblastic leukemia adults,"shortness breath 
 repeated infections 
 bruise 
 frequent bleeding such 
"
behcet's syndrome,"sores the lips 
 mouth pain 
 swelling the front back the 
 blurry vision 
 sensitivity light 
 tearing 
 redness 
 pain 
 vision loss 
 sores your genitals 
 swelling your 
 skin sores 
 positive pathergy test your doctor will prick your arm with small needle bump forms that spot days later good clue that you may have the condition indicates overreaction your immune system small injury 
 eye 
 skin sores mouth ulcers dermatologist 
 sore joints 
 genital sores 
 sores the 
 blood problems hematologist 
 brain and nervous system 
"
overview meningococcal meningitis,"general poor feeling 
 sudden 
 severe persistent headache 
 neck stiffness 
 nausea 
 discomfort bright lights 
 drowsiness difficulty awakening 
 joint pain 
 confusion other mental changes 
 tense bulging soft spot babies 
 high pitched moaning cry babies 
 stiff jerky movements floppiness babies 
 irritability 
 fast breathing 
 lethargy excessive sleepiness 
 blotchy skin turning pale blue 
 shivering cold hands and feet 
 seizure 
"
meningitis,"high fever 
 crying that constant and gets louder when you hold the 
 baby 
 stiff neck body 
 bulge the soft area the top the 
 poor ability feed 
 crankiness 
"
babesiosis,"body aches 
 chills 
 fatigue 
 fever 
 headache 
 loss appetite 
 sweating 
 stay away from overgrown grasses and leaf piles where ticks are likely 
 wear long pants tucked into your socks and long sleeve shirt when you near where ticks thrive 
 wear light colored clothes you can easily spot ticks 
 use bug repellant that has deet your skin and clothing 
 before going indoors check your clothing and pets for ticks 
 once inside check your entire body for ticks using full length hand held mirror 
 remove any ticks with pointed tweezers 
"
barrett's esophagus,"trouble swallowing food 
 frequent heartburn 
 chest pain 
 sour burning feeling the throat 
 ongoing cough 
 blood their poop 
 weight loss 
 nausea 
 laryngitis 
"
first aid kits,"fever 
 nasal congestion 
 cough 
 sore throat 
 cuts 
 mild pain 
 gastrointestinal problems 
 skin problems 
 allergies 
"
psoriatic arthritis,"imaging tests such rays mris scans and ultrasounds 
 blood tests rule out other kinds arthritis and look for signs inflammation 
 tests the fluid from your joints tiny samples skin 
 keep healthy weight 
 stop smoking 
 limit alcohol 
 exercise 
 try physical occupational therapy 
 use acupuncture massage therapy 
"
polymyalgia rheumatica temporal arteritis,"severe headaches the most common symptom 
 scalp tenderness 
 jaw facial soreness especially with chewing 
 vision changes distorted 
 stroke rare 
 fatigue 
 fever 
 weight loss 
 night sweats 
 depression 
 feeling ill 
"
living arrhythmia,"palpitations feeling skipped heartbeats fluttering flip flops 
 pounding your chest 
 dizziness feeling lightheaded 
 fainting 
 shortness breath 
 chest pain tightness 
 weakness fatigue feeling very tired 
 anxiety 
 blurry vision 
 sweating 
 rapid heartbeat 
 slow heartbeat 
"
chiari malformation,"dizziness 
 muscle weakness 
 numbness 
 vision problems 
 headaches 
 problems with balance and coordination 
 pain the lower back the head into the neck usually develops quickly and intensifies with any activity that increases pressure the brain such 
 dizziness and problems with balance and coordination 
 swallowing difficulties 
 sleep apnea 
 weakness vocal cords 
 swallowing difficulties 
 breathing irregularities 
 serious changes the function nerves the throat and 
"
urea cycle disorders,"low protein high calorie diet 
 medications remove nitrogen 
 supplements amino acids 
 drinking plenty 
"
apraxia,"trouble chewing and swallowing 
 clumsiness 
 speak slowly 
 say one word when you mean another like kitchen instead chicken 
 move your lips and tongue around lot you try make certain sounds process called groping 
 have trouble with words phrases you often say like good morning 
 lose the ability make any sounds serious cases 
"
reactive arthritis,"mouth 
 inflammation 
 keratoderma blennorrhagica patches scaly skin the palms soles trunk scalp 
 back pain 
 pain from inflammation the ligaments and tendons the sites their insertion into the bone 
"
rare types anemia,"bruising bleeding 
 infection 
 fever 
 shortness breath 
 weakness and 
 weight loss 
 dizziness and fatigue 
 diarrhea 
 fast 
 muscle pain 
 pale skin 
 trouble breathing 
"
appendicitis,"pain 
 loss appetite 
 nausea and vomiting 
 swollen belly 
 fever 
 can pass gas 
 dull sharp pain anywhere your upper lower belly back rear end 
 painful difficult peeing 
 vomiting before your belly pain starts 
 severe cramps 
 constipation 
"
antiphospholipid syndrome,"have infection like 
 are taking 
 have 
 have relatives with aps 
 get pregnant 
 have surgery 
 are 
 sit for long time like 
 smoke 
 take 
 have 
"
angina (ischemic chest pain),"ekg 
 stress test 
 blood tests 
 imaging tests 
 cardiac catheterization 
 coronary angiography 
 need any more tests 
 what type angina have 
 have heart damage 
 what treatment you recommend 
 how will make feel 
 what can try prevent heart attack 
 are there activities shouldn 
 will changing diet help 
 heating pad help relax your belly area 
 over the counter anti gas medicine with simethicone 
 ginger tea candied even ginger powder water 
 gently rubbing your belly 
 easy exercise like walking yoga poses 
"
meningioma,"headaches 
 seizures 
 blurred vision 
 weakness arms legs 
 numbness 
 speech problems 
"
apert syndrome,"head that long with high forehead 
 wide set bulging 
 sunken middle face 
 poor intellectual development some children with apert syndrome 
 obstructive sleep apnea 
 repeated ear 
 hearing loss 
 crowded teeth due underdevelopment the jaw 
"
juvenile idiopathic arthritis,"fevers 
 pink 
 eye 
 joint pain stiffness 
 limping 
 swelling joints 
 being less active 
 trouble with movements hands fingers affecting things like handwriting coloring 
 problems with bone development and growth 
"
encephalitis,"fever 
 drowsiness lethargy and possibly 
 headaches 
 personality changes irritability emotional outbursts 
 confusion 
 weakness one more areas the body 
 seizures 
 bulging soft spots infants 
"
reflex sympathetic dystrophy syndrome,"amputation 
 bruises 
 burns 
 cuts 
 fractures 
 minor surgery 
 needle sticks 
 radiation therapy 
 sprains 
 changes your 
 excess sweat certain areas your body 
 muscle weakness spasms 
 stiff joints 
 trouble moving the injured area 
 white mottled red blue skin 
 electrodes your spinal cord that send small electric shocks relieve pain 
 physical therapy 
 psychotherapy 
 splints help with 
"
allergic insect stings,"pain 
 redness 
 pimple like spots 
 mild moderate swelling 
 warmth 
 itching 
 trouble breathing 
 hives 
 swelling the face throat any part the mouth tongue 
 wheezing 
 restlessness and 
 rapid pulse 
 dizziness 
 stomach 
"
anaplastic large-cell lymphoma,"the skin called 
 the lymph nodes and other organs called systemic alcl often spreads quickly 
 alk positive cancers are more common young people and usually respond well 
 alk negative cancers are more common people over this type may need stronger treatment because more likely come back 
 fatigue 
 fever 
 loss appetite 
 night sweats 
 weight loss 
"
alcohol poisoning,"severe confusion 
 trouble staying awake 
 throwing 
 seizures 
 slow breathing fewer than eight breaths per minute 
 long pauses between breaths seconds more 
 very slow heartbeat 
 low body temperature 
 bluish gray pale skin 
 slow responses such gag reflex 
"
bartter syndrome,"indomethacin anti inflammatory drug that helps their body make less urine 
 potassium sparing diuretics which help them keep potassium 
 raas inhibitors which help keep them from losing potassium 
 calcium 
 food high salt 
 fluids put directly into vein for infants with severe forms 
"
get motion sickness,"relax find something focus whether taking deep breaths counting backwards from 100 closing your 
 look stable object you boat look the horizon you car look through the windshield 
 avoid 
 breathe fresh air and don smoke 
 avoid reading 
"
fetal alcohol syndrome,"small head and brain size 
 vision hearing problems 
 joint limb and finger deformities 
 distinctive facial features like small eyes thin upper lip and ridge between the nose and upper lip 
 learning problems 
 coordination and balance problems 
 trouble reasoning 
 hyperactivity 
 moodiness 
 poor social skills 
 difficulty school 
 poor impulse control 
 are diagnosed before age 
 are loving nurturing and stable home during their school years 
 are not exposed violence 
 get special education and social services 
"
myelofibrosis,"fatigue 
 frequent infections because low 
 easy bleeding bruising because lack platelets your blood thrombocytopenia 
 swollen liver hepatomegaly spleen splenomegaly 
 night sweats 
 itchy skin 
 fever 
 bone joint pain 
 weight loss 
 blood clots 
 bleeding your stomach esophagus 
 high blood pressure 
 blood tests 
 imaging tests 
 gene tests 
 bone marrow tests 
 glucocorticoid drugs such 
 human made male hormones androgens like 
 drugs that affect your immune system immunomodulators such 
 oral kinase inhibitor such 
 chemotherapy drugs like 
 blood transfusions 
 hydroxyurea 
 interferon 
"
age-related macular degeneration (amd),"acupuncture this treatment involves placing tiny needles into specific points your body some people who practice acupuncture think helps with amd increasing blood flow the eyes 
 microcurrent stimulation this involves applying slight electric current the area around your eyes the idea that could help cells the retina get rid waste products 
 macular hole this small hole that forms the macula leading distorted vision 
 myopic macular degeneration this only affects people with serious myopia nearsightedness 
 stargardt disease this also known juvenile macular degeneration hereditary condition that affects young people 
 diabetic retinopathy this complication diabetes that causes damage blood vessels the retina 
"
acromegaly,"achy joints possibly leading arthritis 
 stiff rough body hair 
 hoarser deeper voice 
 pinched nerve problems 
 skin that oily thick 
 skin tags 
 sweating lot with body odor 
 headaches 
 snoring and sleep apnea breathing problem that happens during sleep 
 weakness and being tired 
 tingling pain fingers carpal tunnel syndrome 
 vision problems 
 lower sex drive 
 changes menstrual cycle and breast discharge women 
 erectile dysfunction men 
 somatostatin analogs lanreotide octreotide pasireotide 
 growth hormone receptor antagonists pegvisomant 
 dopamine agonists cabergoline bromocriptine 
"
signs nervous breakdown,"low self esteem 
 fearfulness 
 irritability 
 worrying 
 feeling helpless 
 getting angry easily 
 withdrawing from family and friends 
 losing interest your favorite activities 
 difficulty 
 uncontrollable crying 
 thoughts self harm suicide 
"
amyloidosis,"changes skin color 
 severe fatigue 
 feeling fullness 
 joint pain 
 low red blood cell count anemia 
 shortness breath 
 swelling the tongue 
 tingling and numbness legs and feet 
 weak hand grip 
 severe weakness 
 sudden weight loss 
 shortness breath when you doing light activity lying down 
 irregular heartbeat 
 signs heart failure including swelling the feet and ankles weakness fatigue and nausea among others 
 blood and urine tests 
 imaging tests see inside your body like ultrasound echocardiogram electrocardiogram mri scan 
 biopsy 
 genetic testing cardiac amyloidosis runs your family 
 medications including chemotherapy and immunotherapy 
 pacemaker 
 stem cell transplant 
 high dose chemotherapy with stem cell transplant can help remove the substance that leads amyloid formation some people with primary amyloidosis chemotherapy medicines alone may used treat other patients with primary amyloidosis 
 secondary amyloidosis treated controlling the underlying disorder and with powerful anti inflammatory medicines called steroids which fight inflammation 
 liver transplant may treat the disease you have certain types hereditary amyloidosis 
 new therapies can slow the production the abnormal protein ttr 
 your doctor might also recommend kidney transplant 
 diuretic medicine remove extra water from your body 
 thickeners add fluids prevent choking you have trouble swallowing 
 compression stockings relieve swelling your legs feet 
 changes what you eat especially you have gastrointestinal amyloidosis 
"
supraventricular tachycardia (svt),"whether your symptoms came suddenly slowly 
 what they feel like and how long they last 
 you have fast heartbeat after caffeine stress 
 you anyone your family has had heart problems procedures 
 feel your 
 get your temperature and measure your 
 take small 
 holter monitor 
 event monitor 
"
agoraphobia,"outside your house yourself 
 open space like parking lot mall 
 enclosed space like theatre small office 
 line crowd 
 public transportation including planes 
"
